College Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Total_Cost,Acceptance_Rate,Faculty_Quality_Index,Student_Success_Index,Region,College_Size,Funding_Type,Academic_Standing
Iona College,Yes,4892.0,3530,913,13.0,33,3906,1446,10690.0,6790.0,570,1150,66.0,83.0,16.0,14,8107.0,66,19200,0.721586263,62.2,39.72329408,South,Medium,Public,Medium
Iowa State University,No,8427.0,7424,3441,26.0,59,18676,1715,7550.0,3224.0,640,2055,81.0,88.0,19.2,22,8420.0,65,13469,0.880977809,72.8,54.03045879,South,Large,Private,Medium
Ithaca College,Yes,7259.0,5526,1368,23.0,52,5612,166,14424.0,6192.0,634,1000,58.0,79.0,11.5,25,9812.0,75,22250,0.761261882,59.4,58.0975034,Midwest,Medium,Private,Medium
James Madison University,No,11223.0,5285,2082,32.0,72,9652,742,7994.0,4544.0,500,732,77.0,81.0,17.9,29,5212.0,98,13770,0.470907957,69.6,70.08457935,Northeast,Large,Private,Elite
Jamestown College,Yes,472.0,410,262,14.0,41,9950,71,7620.0,3050.0,400,400,51.0,53.0,17.0,21,3186.0,54,11470,0.868644068,44.4,31.06598726,Midwest,Large,Public,Low
Jersey City State College,No,2957.0,1423,691,10.0,30,3817,1394,3946.0,4800.0,400,1500,63.0,67.0,14.9,10,8367.0,26,10646,0.481230977,54.0,19.25333439,South,Medium,Private,Low
John Brown University,Yes,1549.0,405,284,24.0,53,961,99,6398.0,3672.0,400,1350,68.0,68.0,13.3,19,8118.0,75,11820,0.779156328,59.2,46.89284477,Northeast,Small,Private,Medium
John Carroll University,Yes,2421.0,2109,820,170.0,57,3168,392,11700.0,5550.0,600,450,89.0,90.0,14.5,28,7738.0,89,18300,0.871127633,105.6,69.61177632,Northeast,Medium,Private,High
Johns Hopkins University,Yes,8474.0,3446,911,170.0,94,3566,1569,18800.0,6740.0,500,1040,96.0,97.0,3.3,38,56233.0,90,27080,0.406655653,111.2,67.04597366,Northeast,Medium,Private,High
Johnson State College,No,833.0,669,279,3.0,13,1224,345,7656.0,4690.0,500,624,80.0,91.0,14.4,15,6564.0,36,13470,0.803121248,69.0,25.67719519,South,Small,Public,Low
Judson College,Yes,313.0,228,137,10.0,30,552,67,9414.0,4554.0,500,1700,34.0,55.0,10.6,30,7840.0,56,16168,0.728434505,37.6,27.01812168,West,Small,Religious,Low
Juniata College,Yes,1005.0,859,298,36.0,55,1075,43,14850.0,4200.0,450,420,97.0,97.0,12.7,37,12067.0,80,15720,0.854726368,84.8,51.08292011,West,Small,Public,High
Kansas State University,No,5880.0,4075,2833,25.0,55,14914,2246,6995.0,3120.0,600,2000,75.0,86.0,13.6,22,6122.0,54,12715,0.693027211,69.4,41.23880566,Midwest,Large,Private,Low
Kansas Wesleyan University,Yes,589.0,575,148,16.0,40,474,258,8400.0,3250.0,500,1400,63.0,55.0,12.4,14,6535.0,68,13550,0.9762309,50.4,53.66441846,South,Small,Private,Medium
Keene State College,No,3121.0,2446,822,5.0,19,3480,776,7870.0,4157.0,500,1150,73.0,73.0,16.1,13,6195.0,61,13677,0.783723166,59.4,48.24584906,West,Medium,Public,Medium
Kentucky Wesleyan College,Yes,584.0,497,175,20.0,49,662,121,9998.0,4200.0,500,1300,75.0,82.0,11.3,32,8415.0,62,13950,0.851027397,52.8,35.43993499,South,Small,Private,Medium
Kenyon College,Yes,2212.0,1538,408,44.0,75,1445,1,9998.0,4200.0,750,480,75.0,82.0,11.1,46,8415.0,88,24160,0.695298373,84.8,63.10776153,Midwest,Small,Public,High
Keuka College,Yes,461.0,381,174,10.0,43,738,55,9600.0,4550.0,600,750,55.0,94.0,13.3,43,7863.0,51,15500,0.826464208,61.6,40.77757608,Midwest,Small,Private,Low
King's College,Yes,1456.0,1053,381,20.0,45,500,541,10910.0,4200.0,400,1795,66.0,72.0,13.6,37,7649.0,87,13105,0.723214286,59.2,52.60832217,South,Small,Private,High
King College,Yes,355.0,300,142,34.0,65,509,44,8664.0,3350.0,600,3000,65.0,68.0,10.7,25,8954.0,65,15614,0.845070423,60.0,45.46047742,Midwest,Small,Public,Medium
Knox College,Yes,1040.0,845,286,48.0,77,967,24,15747.0,4062.0,400,800,88.0,95.0,12.7,33,13224.0,79,21009,0.8125,82.8,56.66921199,West,Small,Public,High
La Roche College,Yes,361.0,321,185,10.0,41,650,819,8842.0,4782.0,600,1100,57.0,73.0,14.2,14,7022.0,52,15324,0.889196676,54.0,34.89617708,West,Small,Private,Low
La Salle University,Yes,-120.0,1834,622,20.0,56,2738,1662,12600.0,5610.0,450,3160,90.0,90.0,15.1,9,9084.0,84,21820,-15.28333333,76.0,49.53919072,Northeast,Medium,Public,High
Lafayette College,Yes,4010.0,2402,572,36.0,59,2018,226,18730.0,5740.0,600,1000,93.0,96.0,10.5,38,15365.0,92,26070,0.599002494,82.8,62.77150945,South,Medium,Religious,Elite
LaGrange College,Yes,544.0,399,177,15.0,35,600,363,6987.0,3585.0,750,1500,77.0,83.0,12.5,12,9067.0,75,12822,0.733455882,67.0,50.86347285,Midwest,Small,Private,Medium
Lake Forest College,Yes,979.0,638,271,31.0,70,968,20,16880.0,3970.0,920,1320,91.0,94.0,10.7,19,15687.0,77,23090,0.651685393,80.2,53.15963798,South,Small,Private,High
Lakeland College,Yes,497.0,452,231,24.0,47,887,1957,9400.0,4005.0,500,1000,49.0,65.0,17.2,25,4054.0,57,14905,0.90945674,50.4,37.08264287,Midwest,Small,Public,Low
Lamar University,No,2336.0,1725,1043,10.0,27,5438,4058,4752.0,3040.0,508,1463,48.0,82.0,18.4,12,5879.0,26,9763,0.738441781,54.0,15.98493923,Midwest,Medium,Private,Low
Lambuth University,Yes,831.0,538,224,15.0,35,840,325,5170.0,3430.0,600,1590,61.0,61.0,16.1,10,5531.0,60,10790,0.647412756,51.8,41.80146859,Midwest,Small,Religious,Low
Lander University,No,1166.0,1009,510,9.0,33,2074,341,4938.0,2987.0,528,1702,67.0,77.0,17.0,11,6119.0,51,10155,0.86535163,59.4,37.91227302,Northeast,Medium,Public,Low
Lawrence University,Yes,1243.0,947,324,50.0,77,1129,74,17163.0,3891.0,525,975,76.0,92.0,10.1,57,13965.0,77,22554,0.761866452,77.2,52.37786619,West,Small,Public,High
Le Moyne College,Yes,1470.0,1199,425,21.0,76,1820,558,11040.0,4840.0,400,900,89.0,92.0,13.3,28,8118.0,94,17180,0.815646259,76.6,63.75175536,Northeast,Small,Public,Elite
Lebanon Valley College,Yes,1549.0,1060,320,28.0,56,965,502,13850.0,4755.0,400,1125,75.0,84.0,12.3,30,8196.0,85,20130,0.779156328,69.2,59.96177019,Midwest,Small,Public,High
Lehigh University,Yes,6397.0,4304,1092,40.0,84,4298,132,18700.0,5580.0,750,1130,96.0,99.0,12.5,43,14665.0,91,26160,0.672815382,86.0,54.09542037,Northeast,Medium,Private,Elite
Lenoir-Rhyne College,Yes,979.0,743,259,25.0,46,1188,166,10100.0,4000.0,400,1000,88.0,92.0,12.0,20,8539.0,66,15500,0.758937692,77.0,48.58517564,Northeast,Small,Private,Medium
Lesley College,Yes,244.0,198,82,12.0,33,1134,336,11700.0,5300.0,550,805,71.0,88.0,27.8,18,8694.0,58,18355,0.81147541,66.0,40.59718451,Midwest,Small,Private,Low
LeTourneau University,Yes,477.0,417,204,29.0,54,1532,77,8840.0,4240.0,600,1400,58.0,70.0,20.8,23,6863.0,56,15080,0.874213836,57.0,39.39846763,West,Small,Public,Low
Lewis and Clark College,Yes,2774.0,2092,482,35.0,64,1763,59,15800.0,4790.0,450,950,97.0,98.0,12.3,21,12999.0,69,21990,0.754145638,85.0,53.10367154,West,Small,Public,Medium
Lewis University,Yes,1154.0,1050,395,12.0,31,2192,1423,10560.0,4520.0,500,1200,36.0,48.0,14.3,10,7701.0,61,16780,0.909878683,36.0,32.93592235,Midwest,Medium,Public,Medium
Lincoln Memorial University,Yes,787.0,562,363,23.0,55,925,605,5950.0,4200.0,600,1300,67.0,72.0,14.6,35,5177.0,53,7850,0.714104193,60.2,27.23083065,South,Small,Religious,Low
Lincoln University,No,1660.0,1091,326,15.0,41,1196,33,4818.0,3400.0,350,1400,71.0,72.0,12.6,8,10912.0,45,9968,0.657228916,60.2,32.86901923,West,Small,Private,Low
Lindenwood College,Yes,810.0,484,356,6.0,33,2155,191,9200.0,4800.0,1000,4200,75.0,85.0,24.1,9,3480.0,100,19200,0.597530864,65.2,69.96441572,Northeast,Medium,Public,Elite
Linfield College,Yes,1561.0,1188,458,23.0,72,1548,840,13380.0,4210.0,500,900,89.0,91.0,17.8,34,8747.0,81,18990,0.761050609,76.6,57.55088472,West,Small,Private,High
Livingstone College,Yes,900.0,473,217,22.0,47,621,11,4400.0,3400.0,800,900,53.0,93.0,10.4,16,9268.0,92,9500,0.525555556,62.8,62.08936462,Northeast,Small,Public,Elite
Lock Haven University of Pennsylvania,No,3570.0,2215,651,17.0,41,3390,325,7352.0,3620.0,225,500,47.0,55.0,13.6,14,6374.0,63,11697,0.620448179,44.2,47.42176837,Northeast,Medium,Public,Medium
Longwood College,No,2747.0,1870,724,12.0,47,2874,118,9998.0,3962.0,550,2200,74.0,80.0,18.4,23,5553.0,62,6712,0.680742628,64.0,48.06319421,Midwest,Medium,Public,Medium
Loras College,Yes,1549.0,1283,527,20.0,39,1663,170,11200.0,4000.0,500,1200,75.0,62.0,14.2,24,7578.0,70,16900,0.779156328,58.8,51.41991147,Northeast,Small,Religious,Medium
Louisiana College,Yes,2013.0,1053,212,33.0,61,912,158,5150.0,3036.0,500,1655,64.0,74.0,10.5,11,7547.0,59,10341,0.523099851,61.8,39.99585771,West,Small,Private,Low
Louisiana State University at Baton Rouge,No,5996.0,4993,3079,29.0,57,16269,3757,5925.0,2980.0,600,2242,83.0,87.0,15.9,11,6741.0,37,11747,0.832721815,73.8,15.36155306,West,Large,Private,Low
Louisiana Tech University,No,2397.0,2144,1525,22.0,45,6720,1822,3957.0,4200.0,618,1656,66.0,77.0,20.0,13,4546.0,45,6231,0.894451398,61.6,35.34618104,Midwest,Medium,Public,Low
Loyola College,Yes,1549.0,3137,738,25.0,54,3010,184,12990.0,6300.0,600,900,86.0,88.0,14.7,27,9448.0,80,20790,0.779156328,74.6,62.10864333,West,Medium,Public,High
Loyola Marymount University,Yes,3768.0,2662,753,42.0,64,3558,436,13592.0,5916.0,545,1328,84.0,88.0,14.2,10,11677.0,84,21381,0.706475584,77.2,62.02279206,West,Medium,Private,High
Loyola University,Yes,1891.0,1698,719,24.0,80,2740,761,11100.0,5870.0,600,750,77.0,88.0,11.7,14,9456.0,53,18320,0.897937599,70.8,32.70178786,West,Medium,Public,Low
Loyola University Chicago,Yes,3579.0,2959,868,25.0,55,5244,3417,9998.0,5330.0,700,2000,75.0,95.0,6.2,15,13009.0,65,8030,0.826767253,73.0,48.86897197,West,Medium,Religious,Medium
Luther College,Yes,1549.0,1392,587,38.0,72,2269,85,13240.0,3560.0,600,400,73.0,85.0,13.8,38,8949.0,77,17800,0.898644287,70.8,58.20264854,South,Medium,Private,High
Lycoming College,Yes,1286.0,1005,363,16.0,37,1363,74,9998.0,4200.0,500,900,75.0,82.0,14.0,32,8415.0,72,19600,0.781493002,65.6,58.19408124,Northeast,Small,Public,Medium
Lynchburg College,Yes,1756.0,1500,366,3.0,21,1524,280,9998.0,5400.0,450,870,62.0,66.0,12.4,24,8832.0,70,6720,0.854214123,51.8,44.61945038,West,Small,Private,Medium
Lyndon State College,No,535.0,502,223,6.0,20,959,150,9998.0,4640.0,500,600,48.0,65.0,12.6,15,7114.0,51,5740,0.938317757,46.4,34.56772708,South,Small,Religious,Low
Macalester College,Yes,2939.0,1496,452,23.0,86,1723,113,15909.0,4772.0,500,700,85.0,91.0,11.9,37,14213.0,77,21881,0.509016672,75.0,57.63636026,West,Small,Private,High
MacMurray College,Yes,740.0,558,177,12.0,29,628,63,9620.0,4200.0,550,950,49.0,55.0,10.8,33,10642.0,59,11120,0.754054054,44.0,41.58705036,West,Small,Private,Low
Malone College,Yes,874.0,758,428,21.0,46,1605,246,9858.0,3700.0,450,1200,42.0,45.0,17.6,16,4796.0,55,15208,0.867276888,39.0,32.91336199,Northeast,Small,Religious,Low
Manchester College,Yes,1004.0,802,239,23.0,63,909,51,10440.0,3850.0,525,1450,63.0,72.0,11.8,20,7940.0,64,16265,0.798804781,58.6,46.87308143,Midwest,Small,Public,Medium
Manhattan College,Yes,2432.0,1730,563,20.0,63,2578,254,9998.0,4200.0,500,1800,75.0,82.0,13.6,25,8415.0,79,21470,0.711348684,77.6,58.19330817,Northeast,Medium,Religious,High
Manhattanville College,Yes,962.0,750,212,21.0,54,830,150,14700.0,6550.0,450,400,97.0,97.0,11.3,24,11291.0,70,22100,0.77962578,81.8,49.43981448,Northeast,Small,Public,Medium
Mankato State University,No,1549.0,2672,1547,23.0,29,9649,1792,9998.0,2643.0,450,1660,57.0,68.0,19.0,11,5801.0,68,4753,0.779156328,54.6,48.69792464,West,Large,Private,Medium
Marian College of Fond du Lac,Yes,1549.0,670,337,15.0,41,1160,653,9400.0,3400.0,500,1100,37.0,37.0,8.4,21,5352.0,59,14400,0.779156328,32.6,40.00647049,West,Small,Private,Low
Marietta College,Yes,1611.0,960,342,27.0,60,1089,210,13850.0,3920.0,470,810,80.0,97.0,13.2,30,10223.0,96,19050,0.595903166,76.2,74.59139468,West,Small,Private,Elite
Marist College,Yes,4731.0,3171,830,12.0,31,3557,658,10700.0,5925.0,550,1200,74.0,81.0,17.6,34,8408.0,69,18375,0.670259987,64.4,43.79653908,West,Medium,Private,Medium
Marquette University,Yes,5152.0,4600,1685,36.0,71,7016,804,11610.0,4760.0,600,1950,86.0,94.0,13.5,25,9982.0,77,18920,0.892857143,79.2,50.96339619,South,Medium,Private,High
Marshall University,Yes,4226.0,3666,2007,14.0,60,7703,2339,5094.0,4010.0,700,1560,77.0,86.0,16.6,10,6203.0,50,11364,0.867486985,68.0,35.05492757,South,Medium,Public,Low
Mary Baldwin College,Yes,1549.0,441,199,23.0,52,846,377,11200.0,7400.0,600,1300,66.0,79.0,6.8,50,10819.0,90,20500,0.779156328,62.6,67.39477014,West,Small,Public,High
Mary Washington College,No,4350.0,2178,756,39.0,78,2997,736,6490.0,4942.0,650,2102,75.0,80.0,17.6,30,5358.0,84,14184,0.500689655,69.8,51.31313415,South,Medium,Public,High
Marymount College Tarrytown,Yes,478.0,327,117,9.0,34,731,370,11510.0,6450.0,575,1075,71.0,93.0,10.3,30,10502.0,77,19610,0.684100418,67.4,47.34851625,South,Small,Private,High
Marymount Manhattan College,Yes,695.0,535,239,21.0,30,988,785,10200.0,7000.0,350,1100,75.0,76.0,11.7,20,10622.0,68,18650,0.769784173,64.6,37.41135746,Northeast,Small,Public,Medium
Marymount University,Yes,941.0,772,214,10.0,30,1247,776,9998.0,5280.0,500,750,75.0,82.0,10.6,17,8575.0,55,6530,0.820403826,64.8,38.66347613,South,Small,Public,Low
Maryville College,Yes,1464.0,888,176,26.0,52,624,128,11200.0,4208.0,500,1642,80.0,90.0,11.1,43,8317.0,51,17550,0.606557377,73.2,30.10847091,West,Small,Religious,Low
Maryville University,Yes,549.0,397,169,26.0,51,1343,1751,9250.0,4550.0,425,1350,52.0,58.0,13.1,13,5925.0,61,15575,0.723132969,49.2,40.77724945,South,Small,Public,Medium
Marywood College,Yes,1107.0,859,323,23.0,51,1452,402,11040.0,4500.0,600,700,65.0,76.0,11.8,30,9034.0,66,16840,0.775971093,61.0,49.50689095,Midwest,Small,Public,Medium
Massachusetts Institute of Technology,Yes,6411.0,2140,1078,96.0,99,4481,28,20100.0,5975.0,725,1600,99.0,99.0,10.1,35,33541.0,94,28400,0.333801279,98.4,62.5922864,Northeast,Medium,Public,Elite
Mayville State University,No,233.0,233,153,5.0,12,658,58,4486.0,2516.0,600,1900,68.0,68.0,15.7,11,6971.0,51,9502,1.0,55.4,36.85641011,Northeast,Small,Public,Low
McKendree College,Yes,1002.0,555,119,16.0,43,836,684,7680.0,3740.0,500,800,70.0,74.0,17.7,21,6652.0,52,12720,0.553892216,60.8,34.90331046,South,Small,Private,Low
McMurry University,Yes,-120.0,411,187,25.0,50,880,477,6930.0,4200.0,400,1525,57.0,64.0,11.0,11,6383.0,32,8855,-3.425,53.4,25.76057158,South,Small,Public,Low
McPherson College,Yes,420.0,293,93,11.0,32,336,80,7950.0,3750.0,600,2740,54.0,54.0,9.8,45,9754.0,48,15040,0.697619048,45.4,35.97564034,West,Small,Public,Low
Mercer University,Yes,2286.0,1668,564,23.0,70,2943,1260,11985.0,4081.0,400,1500,93.0,95.0,9.2,15,8995.0,91,17966,0.729658793,79.8,60.24033152,West,Medium,Religious,Elite
Mercyhurst College,Yes,1557.0,1074,397,15.0,40,1805,433,9998.0,4050.0,425,1000,45.0,63.0,16.7,29,7307.0,78,5475,0.689788054,46.2,53.75674123,Midwest,Small,Private,High
Meredith College,Yes,857.0,772,376,25.0,58,1721,470,6720.0,3250.0,450,1520,77.0,82.0,13.9,33,6881.0,82,11940,0.900816803,68.6,62.61871699,West,Small,Private,High
Merrimack College,Yes,1981.0,1541,514,18.0,36,1927,1084,12500.0,6200.0,375,1000,73.0,75.0,16.8,22,8707.0,80,20075,0.777889955,62.8,57.96688435,South,Small,Religious,High
Mesa State College,No,1584.0,1456,891,6.0,18,3471,911,5016.0,3798.0,540,2256,48.0,48.0,28.8,12,3871.0,59,11610,0.919191919,39.6,34.31518971,Midwest,Medium,Religious,Low
Messiah College,Yes,1742.0,1382,607,30.0,64,2258,53,10300.0,5080.0,475,1200,68.0,75.0,14.1,30,7762.0,89,17055,0.793340987,63.2,65.57809031,West,Medium,Public,High
Miami University at Oxford,No,9239.0,7788,3290,35.0,39,13606,807,8856.0,3960.0,500,1382,81.0,89.0,17.6,20,7846.0,85,14698,0.842948371,75.0,54.07694689,Northeast,Large,Private,High
Michigan State University,No,18114.0,15096,6180,23.0,57,26640,4120,10658.0,3734.0,504,600,93.0,95.0,14.0,9,10520.0,71,15496,0.833388539,79.8,56.76256535,South,Large,Private,Medium
Michigan Technological University,No,2618.0,2288,1032,42.0,77,5524,414,8127.0,3978.0,900,1200,82.0,82.0,17.0,25,7473.0,65,14205,0.87394958,74.0,50.6204942,West,Medium,Public,Medium
MidAmerica Nazarene College,Yes,331.0,331,225,15.0,36,1100,166,6840.0,3720.0,1100,4913,33.0,33.0,15.4,20,5524.0,49,16573,1.0,29.4,35.74942738,South,Small,Public,Low
Millersville University of Penn.,No,6011.0,3075,960,22.0,60,5146,1532,7844.0,3830.0,450,1258,72.0,74.0,16.8,20,7832.0,71,13382,0.511562136,62.8,50.48616422,West,Medium,Public,Medium
Milligan College,Yes,610.0,461,189,26.0,52,685,49,8200.0,3300.0,550,1000,63.0,69.0,12.0,16,8128.0,64,13050,0.755737705,58.0,43.75483872,Northeast,Small,Private,Medium
Millikin University,Yes,1444.0,1261,456,29.0,62,1788,95,11910.0,4378.0,450,965,60.0,77.0,11.4,25,8149.0,75,17703,0.873268698,60.6,55.89261976,South,Small,Private,Medium
Millsaps College,Yes,905.0,834,319,32.0,61,1073,179,11320.0,4402.0,550,1350,180.0,89.0,12.7,38,11218.0,58,17622,0.921546961,114.0,38.74610915,West,Small,Private,Low
Milwaukee School of Engineering,Yes,1217.0,1088,496,36.0,69,1773,884,11505.0,3255.0,1000,2075,35.0,46.0,16.7,23,7140.0,67,17835,0.894001643,39.6,48.07784935,South,Small,Public,Medium
Mississippi College,Yes,594.0,385,307,36.0,57,1695,721,9998.0,2830.0,600,700,77.0,79.0,13.6,18,6170.0,61,4130,0.648148148,69.6,47.05967183,West,Small,Public,Medium
Mississippi State University,No,4255.0,3277,1609,18.0,57,10094,1621,9866.0,3084.0,480,1479,77.0,77.0,15.9,20,6223.0,53,14909,0.770152761,65.2,34.29096728,Midwest,Large,Private,Low
Mississippi University for Women,No,480.0,405,380,19.0,46,1673,1014,4386.0,2217.0,600,1500,49.0,54.0,15.8,8,5704.0,63,8703,0.84375,45.0,41.0190363,South,Small,Private,Medium
Missouri Southern State College,No,1576.0,1326,913,13.0,50,3689,2200,3840.0,2852.0,200,400,52.0,54.0,20.3,9,4172.0,100,7292,0.841370558,45.0,64.0281726,Midwest,Medium,Religious,Elite
Missouri Valley College,Yes,1310.0,983,316,5.0,35,1057,175,8550.0,5050.0,400,900,35.0,67.0,17.4,16,4333.0,27,14900,0.750381679,41.8,13.57763627,West,Small,Religious,Low
Monmouth College IL,Yes,601.0,503,204,28.0,57,671,11,13000.0,4100.0,400,460,91.0,91.0,13.6,43,11087.0,56,17960,0.836938436,78.4,30.05802344,Northeast,Small,Religious,Low
Monmouth College,Yes,1549.0,1881,478,14.0,34,1893,847,12480.0,4200.0,530,1740,70.0,85.0,14.2,15,9492.0,54,14750,0.779156328,64.8,41.44914395,Midwest,Small,Religious,Low
Montana College of Mineral Sci. & Tech.,No,572.0,544,320,23.0,72,1470,416,6073.0,3400.0,550,1400,71.0,71.0,16.4,31,6112.0,74,11423,0.951048951,61.4,60.84457271,Northeast,Small,Religious,Medium
Montana State University,No,3500.0,2836,1779,15.0,42,8730,993,5552.0,3710.0,550,2300,75.0,83.0,17.6,8,6324.0,37,12112,0.810285714,66.2,33.02664472,South,Large,Private,Low
Montclair State University,No,5220.0,2128,865,19.0,53,6411,3186,9998.0,4834.0,700,950,82.0,87.0,21.5,9,6717.0,58,6484,0.407662835,71.4,32.46957756,Northeast,Medium,Public,Low
Montreat-Anderson College,Yes,263.0,223,103,10.0,24,316,20,8438.0,3372.0,500,2958,42.0,50.0,11.1,4,11989.0,15,15268,0.847908745,38.8,14.12427336,Midwest,Small,Public,Low
Moorhead State University,No,2442.0,2164,1189,12.0,37,5983,1075,4426.0,2664.0,600,1000,76.0,81.0,18.1,19,4795.0,60,8690,0.886158886,65.2,49.11053175,West,Medium,Public,Low
Moravian College,Yes,1232.0,955,303,23.0,58,1241,485,14990.0,4730.0,550,1250,86.0,92.0,15.2,28,9566.0,74,21520,0.775162338,75.8,49.5159501,Midwest,Small,Public,Medium
Morehouse College,Yes,1549.0,1678,722,41.0,66,2852,153,7050.0,5490.0,250,600,71.0,74.0,17.8,10,8122.0,83,13390,0.779156328,66.2,58.60723715,Northeast,Medium,Public,High
Morningside College,Yes,586.0,533,239,16.0,36,950,228,10520.0,3678.0,500,1000,48.0,68.0,13.0,32,8111.0,56,15698,0.909556314,49.6,29.16053475,Northeast,Small,Religious,Low
Morris College,Yes,882.0,730,330,2.0,13,926,12,4515.0,4200.0,850,2100,53.0,60.0,18.6,34,6990.0,60,7465,0.827664399,45.6,43.33368084,Northeast,Small,Public,Low
Mount Holyoke College,Yes,1800.0,1314,526,170.0,79,1891,40,19300.0,5700.0,750,750,79.0,91.0,9.0,51,18359.0,84,26500,0.73,102.0,53.48220135,West,Small,Religious,High
Mount Marty College,Yes,279.0,276,126,17.0,37,600,435,6844.0,2980.0,500,500,45.0,55.0,11.7,38,5073.0,44,10824,0.989247312,43.4,31.79817509,South,Small,Private,Low
Mount Mary College,Yes,235.0,217,121,12.0,32,931,487,8950.0,3119.0,550,1125,51.0,51.0,10.7,26,7016.0,78,13744,0.923404255,43.2,46.79398539,West,Small,Private,High
Mount Mercy College,Yes,368.0,317,159,20.0,49,806,542,10500.0,3555.0,500,2285,44.0,50.0,11.3,30,6695.0,64,16840,0.861413043,41.6,47.51429112,Northeast,Small,Private,Medium
Mount Saint Clare College,Yes,1549.0,284,95,16.0,33,364,88,9900.0,4200.0,500,1200,32.0,37.0,13.6,43,6525.0,21,11600,0.779156328,30.8,19.82256338,Midwest,Small,Public,Low
Mount Saint Mary's College,Yes,1321.0,1159,328,15.0,36,1243,79,12850.0,6200.0,550,900,77.0,82.0,12.8,36,8536.0,80,20500,0.877365632,66.6,52.08410069,Northeast,Small,Private,High
Mount Saint Mary College,Yes,1170.0,695,238,14.0,48,1170,429,7470.0,4200.0,250,1400,74.0,75.0,15.3,23,6898.0,88,9120,0.594017094,62.4,55.91538709,Midwest,Small,Public,High
Mount St. Mary's College,Yes,657.0,537,113,37.0,90,1039,466,12474.0,4200.0,630,1278,53.0,71.0,11.9,19,10613.0,72,14382,0.817351598,57.0,39.61988479,South,Small,Religious,Medium
Mount Union College,Yes,1310.0,1086,458,26.0,61,1365,144,12250.0,3530.0,400,1150,85.0,87.0,16.7,35,7215.0,81,17330,0.829007634,74.0,55.36793233,West,Small,Public,High
Mount Vernon Nazarene College,Yes,510.0,485,334,18.0,36,1114,94,7400.0,3346.0,600,600,57.0,57.0,19.8,7,6869.0,58,11946,0.950980392,49.2,37.69203033,Midwest,Small,Public,Low
Muhlenberg College,Yes,2519.0,1836,462,30.0,61,1656,352,16975.0,4565.0,600,850,76.0,86.0,12.8,39,10888.0,83,22990,0.728860659,70.8,50.34490294,West,Small,Private,High
Murray State University,No,2225.0,1910,1190,29.0,55,5968,955,4738.0,3110.0,700,940,72.0,76.0,20.2,27,5972.0,52,9488,0.858426966,65.0,38.66509378,South,Medium,Private,Low
Muskingum College,Yes,1109.0,922,375,24.0,46,1115,70,13240.0,4200.0,600,800,73.0,85.0,13.4,27,9333.0,73,14640,0.831379621,68.0,48.85014809,Midwest,Small,Private,Medium
National-Louis University,Yes,513.0,347,279,23.0,48,2508,505,9090.0,4500.0,7000,500,75.0,65.0,18.3,2,7905.0,71,21090,0.676413255,60.6,44.32132021,West,Medium,Private,Medium
Nazareth College of Rochester,Yes,947.0,798,266,36.0,68,1274,471,10850.0,5150.0,550,800,77.0,93.0,13.6,24,8797.0,61,17350,0.842661035,75.2,39.92713797,Midwest,Small,Public,Medium
New Jersey Institute of Technology,No,1879.0,1216,483,23.0,62,3311,1646,9998.0,4200.0,700,1850,75.0,82.0,13.6,19,8415.0,72,16758,0.647152741,80.6,55.75652269,Northeast,Medium,Private,Medium
New Mexico Institute of Mining and Tech.,No,787.0,601,233,40.0,73,1017,411,5376.0,3214.0,600,1100,99.0,100.0,13.6,11,200000.0,34,10290,0.763659466,87.6,26.81468472,West,Small,Public,Low
New York University,Yes,13594.0,7244,2505,70.0,86,12408,2814,17748.0,7262.0,450,1000,87.0,98.0,7.8,16,21227.0,71,26460,0.532882154,88.0,49.04986969,West,Large,Public,Medium
Newberry College,Yes,872.0,722,154,14.0,36,601,36,10194.0,2600.0,500,1500,57.0,63.0,11.4,32,5788.0,83,14794,0.827981651,50.8,61.19552509,Northeast,Small,Public,High
Niagara University,Yes,2220.0,1796,467,65.0,99,1919,334,10320.0,4762.0,450,650,68.0,100.0,14.2,20,7788.0,65,16182,0.809009009,80.2,39.69544022,West,Small,Public,Medium
North Adams State College,No,1563.0,1005,240,1.0,19,1380,136,5542.0,4330.0,500,1000,65.0,71.0,14.2,17,6562.0,57,11372,0.642994242,54.6,40.0618505,West,Small,Public,Low
North Carolina A. & T. State University,No,4809.0,3089,1429,12.0,33,6162,871,6806.0,1780.0,600,1651,72.0,72.0,16.7,9,7090.0,140,10837,0.642337284,60.0,98.73661165,West,Medium,Private,Low
North Carolina State University at Raleigh,No,10634.0,7064,3176,39.0,78,16505,5481,9998.0,6540.0,600,1300,92.0,98.0,17.5,21,9670.0,62,8440,0.664284371,83.8,41.05081746,Midwest,Large,Public,Medium
North Carolina Wesleyan College,Yes,812.0,689,195,7.0,24,646,84,8242.0,4230.0,600,1295,77.0,77.0,12.7,11,10090.0,52,14367,0.848522167,63.0,38.57729168,South,Small,Public,Low
North Central College,Yes,1127.0,884,308,30.0,64,1310,766,11718.0,7398.0,450,1800,73.0,87.0,16.4,33,8871.0,76,21366,0.784383319,70.0,49.29783273,South,Small,Private,High
